Time [sec]	T [mK]	T_loc/T_c	T_mc/Tc
833.0	0.6724976170821719	0.663867341640841	0.6444670478053325
837.0	0.6724944812688136	0.6638642460699049	0.644474578675517
841.0	0.6728051942880029	0.6641709716564689	0.6444821100573574
845.0	0.6714589409627933	0.6628419950274368	0.6444896419508201
850.0	0.6735293283081774	0.6648858127425246	0.6444990575370672
854.0	0.671119202366981	0.6625066163543741	0.6445065905815587
858.0	0.6742310448064472	0.6655785239945186	0.6445141241375647
862.0	0.6736862633633791	0.6650407338236715	0.6445216582050515
867.0	0.6726712993206547	0.6640387949858388	0.6445310765086294
871.0	0.6729817032944538	0.6643452154930444	0.6445386117268268
875.0	0.6716405381555433	0.6630212617527574	0.6445461474563969
879.0	0.6719835867918391	0.6633599079879953	0.6445536836973064
883.0	0.6712978890238901	0.6626830098952519	0.6445612204495221
888.0	0.6737108232330229	0.6650649785123622	0.6445706421087655
892.0	0.6721441715815217	0.6635184319659643	0.6445781800112983
896.0	0.6721532968342672	0.6635274401128008	0.6445857184250291
900.0	0.6702730616643748	0.6616713343182378	0.6445932573499247
904.0	0.6719568572507342	0.6633335214716034	0.6446007967859515
909.0	0.672308507293792	0.6636806587302981	0.6446102217997128
913.0	0.6731897379358998	0.6645505803908192	0.6446177623856636
917.0	0.6718088438485665	0.6631874075504113	0.6446253034826376
921.0	0.6719783889798236	0.6633547768803788	0.6446328450906013
926.0	0.6719783889798236	0.6633547768803788	0.6446422728190848
930.0	0.6711214100973848	0.662508795752601	0.644649815576654
934.0	0.671813389873023	0.6631918952349685	0.644657358845105
938.0	0.6726466673055711	0.6640144790775628	0.6446649026244042
942.0	0.6730166354316225	0.6643796993401999	0.6446724469145186
947.0	0.6724913951986764	0.6638611996038267	0.6446818779954446
951.0	0.6717891290506941	0.6631679457558679	0.6446894234347711
955.0	0.6724853230882673	0.6638552054178355	0.6446969693848045
959.0	0.6740558805533965	0.6654056076538959	0.6447045158455116
964.0	0.6719767552328904	0.6633531640995957	0.6447139496394793
968.0	0.6714631260683745	0.6628461264248515	0.64472149724908
972.0	0.671105516690659	0.6624931063086467	0.6447290453692461
976.0	0.6726666617012143	0.6640342168817516	0.6447365939999443
980.0	0.6724967708992153	0.6638665063170932	0.6447441431411414
