Time [sec]	T [mK]	RawT_loc/T_c	FawT_loc/T_c	T_mc/Tc
0.0	0.646164718506725	0.6436259458804305	0.6378723775979517	0.6429099429659628
4.0	0.6499841243942228	0.6460753822882949	0.6416427684049584	0.6429173665584009
9.0	0.6519930831768761	0.6441893105013532	0.6436259458804305	0.6429266467782111
13.0	0.6519995058965833	0.6468530183198161	0.6436322861762915	0.6429340715374285
17.0	0.6522820186253284	0.646460709392023	0.643911173371499	0.6429414968151604
21.0	0.6525637715378707	0.6436322861762915	0.6441893105013532	0.6429489226113737
26.0	0.6528073840681827	0.6452185590916849	0.6444297967109406	0.6429582055857037
30.0	0.6528073840681827	0.643911173371499	0.6444297967109406	0.6429656325483778
34.0	0.6533545228273852	0.6534053945589686	0.644969913946086	0.642973060029425
38.0	0.6535453915460039	0.6469266507040407	0.6451583332142191	0.6429804880288118
42.0	0.6535453915460039	0.648754142714307	0.6451583332142191	0.6429879165465051
47.0	0.6536064003598767	0.6462109934829592	0.6452185590916849	0.6429972029224394
51.0	0.6544743622580427	0.6378723775979517	0.6460753822882949	0.6430046326062003
55.0	0.6544743622580427	0.6460757031251205	0.6460753822882949	0.6430120628081595
59.0	0.6544743622580427	0.6451583332142191	0.6460753822882949	0.6430194935282836
63.0	0.6544743622580427	0.6416427684049584	0.6460753822882949	0.6430269247665392
68.0	0.654474687265747	0.6503998587408545	0.6460757031251205	0.6430362145429307
72.0	0.6546117363982376	0.644969913946086	0.6462109934829592	0.6430436469468608
76.0	0.6548646986141193	0.6444297967109406	0.646460709392023	0.6430510798688143
80.0	0.6548646986141193	0.6539500698127786	0.646460709392023	0.6430585133087579
85.0	0.6552582064334729	0.6492789673823206	0.6468491672591046	0.6430678058370601
89.0	0.6552582064334729	0.6481092199846935	0.6468491672591046	0.6430752404423598
93.0	0.6553366971631931	0.6396918429525098	0.6469266507040407	0.6430826755655412
97.0	0.6553366971631931	0.6469686502704233	0.6469266507040407	0.6430901112065713
102.0	0.6552582064334729	0.6469832585738742	0.6468491672591046	0.6430994064860328
106.0	0.6546117363982376	0.6428356874832537	0.6462109934829592	0.6431068432921005
110.0	0.654474687265747	0.6477986584338629	0.6460757031251205	0.6431142806159087
114.0	0.6540886503705678	0.647047354911762	0.6456946203065823	0.6431217184574239
118.0	0.6540999562839716	0.6445685652577618	0.6457057811292908	0.6431291568166129
123.0	0.6540886503705678	0.6447131964736452	0.6456946203065823	0.6431384554935272
127.0	0.6540999562839716	0.6278615457572275	0.6457057811292908	0.6431458950173605
131.0	0.6540999562839716	0.6493188407963184	0.6457057811292908	0.6431533350587596
135.0	0.6540999562839716	0.6483092474039499	0.6457057811292908	0.6431607756176908
139.0	0.6540999562839716	0.6468491672591046	0.6457057811292908	0.643168216694121
144.0	0.6552582064334729	0.6491908523416076	0.6468491672591046	0.6431775187673412
148.0	0.6552582064334729	0.6557056805018535	0.6468491672591046	0.6431849610080225
152.0	0.6540999562839716	0.6456946203065823	0.6457057811292908	0.6431924037660945
156.0	0.6540886503705678	0.6516632521008616	0.6456946203065823	0.6431998470415241
161.0	0.6540999562839716	0.6452817330802901	0.6457057811292908	0.6432091518632944
165.0	0.6540999562839716	0.6456945919831846	0.6457057811292908	0.6432165963026567
169.0	0.6540886503705678	0.6438374592936861	0.6456946203065823	0.6432240412592682
173.0	0.6540999562839716	0.6445445610150494	0.6457057811292908	0.6432314867330958
177.0	0.6540999562839716	0.6415707537869036	0.6457057811292908	0.643238932724106
182.0	0.6540999562839716	0.6457057811292908	0.6457057811292908	0.6432482409401064
186.0	0.6540999562839716	0.6454287897248377	0.6457057811292908	0.6432556880946559
190.0	0.6550614611412584	0.6557182466518932	0.6466549468324367	0.6432631357662801
194.0	0.6552161795389111	0.642414240152758	0.6468076797027751	0.6432705839549454
199.0	0.6550614611412584	0.6532440974546656	0.6466549468324367	0.6432798949178157
203.0	0.6540999562839716	0.6456873254845846	0.6457057811292908	0.643287344269702
207.0	0.6540886503705678	0.6578159992298659	0.6456946203065823	0.6432947941385212
211.0	0.6540886216789659	0.6474074851087411	0.6456945919831846	0.6433022445242402
216.0	0.6540812607158841	0.6423211766092821	0.6456873254845846	0.6433115582332285
220.0	0.6540812607158841	0.6434463149612891	0.6456873254845846	0.6433190097818501
224.0	0.6540812607158841	0.6519366832791019	0.6456873254845846	0.6433264618472633
228.0	0.6540812607158841	0.6472027497195647	0.6456873254845846	0.6433339144294344
233.0	0.6539173615619802	0.608982874534672	0.6455255296761898	0.6433432308837892
237.0	0.6540591958660116	0.6508481075929576	0.6456655437966551	0.6433506846285446
241.0	0.6540812607158841	0.6466549468324367	0.6456873254845846	0.6433581388899502
245.0	0.6540812607158841	0.6489479595531498	0.6456873254845846	0.6433655936679724
249.0	0.6540812607158841	0.626803460387831	0.6456873254845846	0.643373048962578
254.0	0.6540812607158841	0.6468076797027751	0.6456873254845846	0.6433823688072297
258.0	0.6540812607158841	0.6539386365064002	0.6456873254845846	0.6433898252640262
262.0	0.6541045035678508	0.6431523497492438	0.6457102700571085	0.6433972822372979
266.0	0.6541045035678508	0.6455255296761898	0.6457102700571085	0.6434047397270115
271.0	0.6550614611412584	0.6443974214902158	0.6466549468324367	0.6434140623153493
275.0	0.6541045035678508	0.6403687521389786	0.6457102700571085	0.6434215209669354
279.0	0.6540591958660116	0.6453097960171796	0.6456655437966551	0.6434289801348553
283.0	0.6541045035678508	0.6469813880873633	0.6457102700571085	0.6434364398190755
288.0	0.6550614611412584	0.6457102700571085	0.6466549468324367	0.6434457651503476
292.0	0.6550614611412584	0.6453143296680299	0.6466549468324367	0.6434532259961219
296.0	0.6541045035678508	0.6431558856668987	0.6457102700571085	0.6434606873580885
300.0	0.6541045035678508	0.6456655437966551	0.6457102700571085	0.643468149236214
304.0	0.6540591958660116	0.6510388185367976	0.6456655437966551	0.6434756116304651
309.0	0.6540242845233024	0.63991278124276	0.6456310804771002	0.6434849403490298
313.0	0.6539173615619802	0.6516439782184281	0.6455255296761898	0.6434924039044416
317.0	0.6539173615619802	0.6456310804771002	0.6455255296761898	0.643499867975871
321.0	0.6539173615619802	0.6567933220996793	0.6455255296761898	0.6435073325632844
326.0	0.6539173615619802	0.6476863442790769	0.6455255296761898	0.6435166640231031
330.0	0.6540242845233024	0.6556521245065839	0.6456310804771002	0.643524129771359
334.0	0.6540591958660116	0.651871356063137	0.6456655437966551	0.6435315960354908
338.0	0.6541045035678508	0.6373106662022694	0.6457102700571085	0.6435390628154651
342.0	0.6541045035678508	0.6418935558426572	0.6457102700571085	0.6435465301112488
347.0	0.655392146132499	0.6507200060408298	0.6469813880873633	0.6435558649562845
351.0	0.6558292689023801	0.6474129011869498	0.6474129011869498	0.6435633334125173
355.0	0.6561062667547048	0.6503054434516754	0.6476863442790769	0.6435708023844513
359.0	0.6561062667547048	0.6444253099479987	0.6476863442790769	0.6435782718720531
364.0	0.6561062667547048	0.6416805154625411	0.6476863442790769	0.6435876094566623
368.0	0.6563726173924351	0.6451498884980036	0.6479492767941117	0.6435950801043948
372.0	0.6561062667547048	0.6431484639804906	0.6476863442790769	0.643602551267687
376.0	0.6561062667547048	0.6412739118354851	0.6476863442790769	0.6436100229465054
380.0	0.6558292689023801	0.6442981405861914	0.6474129011869498	0.6436174951408168
385.0	0.6561062667547048	0.652294620400643	0.6476863442790769	0.6436268361085674
389.0	0.6558292689023801	0.6482618713609846	0.6474129011869498	0.6436343094626162
393.0	0.6558292689023801	0.6479492767941117	0.6474129011869498	0.64364178333205
397.0	0.6546429674172032	0.6487704986755728	0.6462418237089864	0.6436492577168352
402.0	0.6544270458994106	0.649028364895936	0.6460286731484804	0.643658601422479
406.0	0.6546429674172032	0.6449291040564585	0.6462418237089864	0.6436660769666833
410.0	0.6558292689023801	0.6501856254538407	0.6474129011869498	0.6436735530261309
